SongNumber,SongID,AlbumID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,Energy,KeySignature,KeySignatureConfidence,SongHotttnesss,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
9163,b'SOMVRPL12A81C20EAC',231930,,b'',,b'Los Tres Diamantes',0.0,175.43791,0.0,4,0.146,nan,98.082,5,0.44,b'Begin The Beguine',0
9164,b'SOZUAJB12AB017CE56',606836,,b'LOWELL',,b'Dave Hollister',0.0,301.87057,0.0,1,0.792,nan,113.09,4,1.0,b"I'm Wrong",2006
9165,b'SORCVJY12A8C13CB1B',257984,30.33138,b'Jacksonville FL',-81.6558,b'Jack Sheldon',0.0,283.92444,0.0,5,0.0,0.0,167.307,4,1.0,b"Trane's Strain",0
9166,b'SOZICZX12A8C136A61',150938,,b'',,b'Michael Gettel',0.0,338.75546,0.0,2,0.012,0.0,94.849,4,1.0,b'The Journey North',1999
9167,b'SOEUEUI12A6701E4AB',8986,,b'',,b'Handsome Boy Modeling School',0.0,324.07465,0.0,8,0.257,0.5054873431493758,160.02,4,1.0,b"I've Been Thinking featuring Cat Power (Album Version)",2004
9168,b'SOFWVMI12AB018A50D',751145,,b'',,b'Gloria Lasso',0.0,187.92444,0.0,9,0.065,nan,65.195,4,0.732,b'Termina La Feria',0
9169,b'SOODQEF12A58A7AF5F',150859,,b'',,b'DeGarmo & Key',0.0,203.62404,0.0,4,0.658,0.5033812362063191,120.548,4,1.0,b'Destined To Win',1988
9170,b'SOHUJXE12AB018ADD3',653740,,b'California - LA',,b'Michael Landau',0.0,597.41995,0.0,2,0.403,0.0,73.894,3,0.712,b'The Mighty SB',0
9171,b'SOGYBIX12A6D4FB5B8',64371,,b'',,b'Steve Green',0.0,78.81098,0.0,0,0.285,0.257510119781359,146.677,4,0.652,b'Even A Child - Proverbs 20:11',0
9172,b'SOFHWIG12AB01855B5',542754,,b'Athens GA',,b"The B-52's",0.0,313.20771,0.0,11,0.041,0.47405483093120077,136.767,4,0.248,b'Tell It Like It T-I-IS (Album Version)',1992
9173,b'SORGQGD12AB0185998',602229,,b'Denver CO',,b'Philip Bailey',0.0,227.47383,0.0,8,0.343,nan,109.963,4,1.0,b'Sometime Ago',0
9174,b'SOOEQIN12A8C13B8EF',207670,,b'',,b'D.O.W.N.',0.0,312.39791,0.0,1,0.707,0.0,117.263,4,0.168,b"Hustlin'",0
9175,b'SOZFOCS12A8C142CA3',612184,52.88356,b'England',-1.97406,b'Cockney Rejects',0.0,182.25587,0.0,2,0.582,nan,84.59,4,0.0,b'Big Time Charlie',2007
9176,b'SOIQFYV12A8C13EEB6',306057,,b'Los Angeles California',,b'M\xc3\xb6tley Cr\xc3\xbce',0.0,248.55465,0.0,7,0.04,nan,115.254,5,0.0,b'Wild Side',1987
9177,b'SONUVBD12AB0186112',465056,34.05349,b'Los Angeles California USA',-118.24532,b'SOL',0.0,251.79383,0.0,0,0.542,nan,62.076,4,0.533,b'Puedes ser feliz',0
9178,b'SOPCBZF12AB01836CC',406176,,b'',,b'Alex Gopher',0.0,396.87791,0.0,9,0.781,0.0,127.902,4,0.034,b"Aurora (Rory's Cassette Jam Remix)",0
9179,b'SOGJUBN12AB017CF98',338819,,b'Wisner LA',,b'Wayne Watson',0.0,228.49261,0.0,1,0.351,0.0,125.908,4,0.469,b'Somebody Sing',0
9180,b'SOASAPT12AB01836BB',703022,40.71455,b'New York NY',-74.00712,b'Suicide',0.0,321.30567,0.0,0,0.522,nan,144.94,4,0.0,b'Shadows of the thought',0
9181,b'SOCHSUI12A8C131C44',285607,32.29869,b'Jackson MS',-90.18049,b'Charlie McCoy',0.0,282.53995,0.0,7,0.405,nan,90.81,3,0.962,b'Night Life',1991
9182,b'SOZNFIN12A8C13EDBA',223566,29.57535,b'Moulton TX',-97.14306,b'Adolph Hofner',0.0,135.07873,0.0,7,0.676,0.0,118.472,4,0.497,b'How I Miss You Tonight',0
9183,b'SOAVVDB12A8C136842',88561,34.05349,b'Los Angeles CA',-118.24532,b'Lee Michaels',0.0,249.80853,0.0,5,0.9,0.2486177236433898,123.474,3,0.534,b'My Lady',0
9184,b'SOEFDKH12A58A7BECD',234236,21.51102,b'Cuba',-77.80679,b'Orquesta Aragon',0.0,308.76689,0.0,9,0.849,0.34092275586437804,91.548,5,0.573,b'Eso No Tiene Remedio',0
9185,b'SOQKYWC12A8C136A4F',199694,,b'',,b'Edu Lobo',0.0,309.52444,0.0,2,0.239,nan,84.853,1,0.094,b'Canto Triste',1967
9186,b'SOAGYNF12AB0187EEE',647942,36.17191,b'LAS VEGAS Nevada',-115.13997,b'Brian Eno And David Byrne',0.0,296.33261,0.0,1,0.379,nan,118.203,4,0.373,b'The Jezebel Spirit',1981
9187,b'SOEQPSU12AB0182FFB',330759,,b'Colorado Springs CO',,b'Roommate',0.0,367.01995,0.0,9,0.667,0.26695518627553855,85.005,4,0.721,b"Isn't Radio",0
9188,b'SOONSSK12A6D4F94E0',38352,,b'',,b'45 Grave',0.0,118.38649,0.0,9,0.067,0.2148642269321885,173.581,4,0.004,b'Surf Bat (Album Version)',1983
9189,b'SOHAZVL12A8C142715',609374,39.29055,b'Baltimore MD',-76.6096,b'Philip Glass',0.0,289.4624,0.0,8,0.127,nan,104.667,4,1.0,b'The Kiss: Chris & The Model Airplane',0
9190,b'SOXPVJS12A8C1326A8',282022,,b'London England',,b'James Taylor',0.0,280.81587,0.0,4,0.508,0.4072330149011048,108.047,4,0.0,b'One More Go Round',0
9191,b'SOQOVSL12AB01897AB',418586,,b'',,b'Brian Tyler',0.0,52.87138,0.0,0,0.774,0.21204540548371908,104.988,3,0.198,b'I Dream Of Chi Chi',2009
9192,b'SOLNHID12A58A78106',24239,,b'Boston Massachusettes',,b'Gang Starr',0.0,84.63628,0.0,0,0.829,0.5725930448161254,166.092,4,1.0,b'Say Your Prayers',1991
9193,b'SOKPIYN12A8C13F84F',520987,,b'',,b'The Dee Jays',0.0,174.21016,0.0,4,0.948,0.0,114.375,1,0.0,b'Dum Dum (Marble Breaks And Iron Bends)',0
9194,b'SOYDKWF12AB018A6B8',673258,,b'B\xc3\xa9zu comme Superdupont ne connait qu&#039;un pays : la France !',,b'B\xc3\xa9zu',0.0,275.3824,0.0,7,0.507,0.0,133.64,4,0.718,b'Le chacha des gorilles',0
9195,b'SOCOMNU12AB017EFC2',602410,25.72898,b'Miami FL',-80.23742,b'Nestor Torres',0.0,294.53016,0.0,5,0.798,0.23951718017535695,137.908,5,0.53,b'Rhumboso',0
9196,b'SOFNNDS12A8C138268',158386,,b'Salzburg Austria',,b'Herbert Von Karajan',0.0,1143.03955,0.0,10,0.939,nan,171.78,5,0.685,b'Variations Sur Un Theme De Haydn Op51',0
9197,b'SOWOKYQ12AB018637E',554224,,b'',,b'Al Denson',0.0,299.33669,0.0,10,0.231,0.0,118.017,4,0.856,b'Love Is Taking Hold',0
9198,b'SONWVYC12A58A7DB0C',436396,,b'Manchester England',,b'Oasis',0.0,289.2273,0.0,0,0.446,0.7335495936634279,162.069,4,0.732,b"Don't Go Away",0
9199,b'SOLYAFD12A6702090E',12757,,b'Bronx NY',,b'Fat Joe',0.0,211.59138,0.0,5,0.246,nan,100.783,4,1.0,b"Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05]",2005
9200,b'SOWWEWC12A6D4F8A87',28356,40.71455,b'New York NY',-74.00712,b'The Bucketheads',0.0,383.16363,0.0,1,0.459,0.26586104921065007,121.896,4,0.911,b'Little Louie Bonus',1995
9201,b'SOJEEKG12A8AE48C77',138186,,b'Chicago IL',,b'Twista',0.0,200.98567,0.0,7,0.003,nan,90.158,4,0.685,b'The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version)',2005
9202,b'SOYFMKG12A58A80C70',774736,40.71455,b'NY - New York City',-74.007118,b'Dictators',0.0,246.36036,0.0,0,0.457,0.6976517315353987,130.786,4,0.345,b'Weekend',0
9203,b'SOJCBAM12A6701FD04',14421,,b'J\xef\xbf\xbdping Sweden',,b'The Cardigans',0.0,296.85506,0.0,3,0.0,0.7173916335358762,145.271,4,0.735,b'Paralyzed',1998
9204,b'SOGEQKA12A6D4FA27C',53181,51.50632,b'London England',-0.12714,b'Whitesnake',0.0,252.08118,0.0,11,0.672,0.2707759989463275,125.022,4,0.24,b"Love Ain't No Stranger (2003 Digital Remaster)",2003
9205,b'SOBJOLG12A8C13CC69',160998,51.50632,b'London',-0.12714,b'The Chap',0.0,170.05669,0.0,9,0.326,0.2707759989463275,72.073,4,1.0,b'We Are Not Impartial',2006
9206,b'SOODNBV12A8C139FC7',297303,,b'',,b'M\xc3\xa1ire Brennan',0.0,244.74077,0.0,0,0.304,0.6130458357683207,84.826,5,0.74,b'Atlantic Shore',0
9207,b'SOGMWOY12AB017FA59',744095,36.97402,b'Santa Cruz CA',-122.03095,b'Arsonists Get All The Girls',0.0,240.92689,0.0,1,0.506,0.7314733570496581,129.824,3,0.595,b'Violence in Fluid Triceratops',2009
9208,b'SOCTKFG12AB017D983',342182,33.54243,b'Sunflower MS',-90.53727,b'Jerry Butler',0.0,167.18322,0.0,11,0.204,nan,87.758,1,1.0,b'He Will Break Your Heart',1960
9209,b'SOOSLVC12A8C13E51E',118939,,b'',,b'Mr. Lif',0.0,327.6273,0.0,10,0.584,0.41967427880955327,107.32,3,0.995,b'For You',2006
9210,b'SONFHHG12A58A7D321',506876,37.16793,b'United States',-95.84502,b'Jim Chappell',0.0,217.49506,0.0,7,0.756,0.0,86.39,4,0.403,b'Almost Us',1997
9211,b'SOHROMP12A6D4FEFC7',128985,30.43883,b'Ponchatoula LA',-90.44116,b'Irma Thomas',0.0,195.36934,0.0,0,0.224,0.0,99.492,1,0.172,b'The Same Love That Made Me Laugh  [LP Version]',0
9212,b'SOELNMY12A8C13759B',291748,47.60356,b'Seattle WA',-122.32944,b'Pearl Jam',0.0,232.35873,0.0,7,0.601,nan,138.291,7,0.415,b'4/20/02',0
9213,b'SOSFVMZ12A6D4F5951',79225,40.14323,b'New Jersey',-74.72671,b'The American Boychoir',0.0,224.54812,0.0,4,0.458,nan,87.76,4,0.49,b'Intermezzo',0
9214,b'SOLWUMG12A8C13106C',282362,,b'Santa Monica CA',,b'Teena Marie',0.0,328.56771,0.0,9,0.585,0.26695518627553855,81.947,4,0.624,b'How Can You Resist It',1990
9215,b'SOGJYMK12AB018272A',466293,,b'Los Angeles CA',,b'Cherrelle',0.0,290.82077,0.0,8,0.239,0.0,145.607,4,1.0,b'Into My Eyes',1999
9216,b'SOHNAWQ12A6D4FCFF9',128937,,b'DURHAM North Carolina',,b'Shirley Caesar',0.0,266.03057,0.0,1,0.505,nan,115.508,4,0.573,b'Healed (LP Version)',0
9217,b'SOJDKQV12A6D4FAF0E',64413,,b'Fort Wayne Indiana',,b'Petra',0.0,222.61506,0.0,0,0.581,0.0,107.531,4,0.44,b"Don't Let Your Heart Be Hardened (This Means War Album Version)",0
9218,b'SOQPXJH12A8C13C3EA',109040,,b'',,b'The Paul Butterfield Blues Band',0.0,228.75383,0.0,3,0.728,0.24919965586187243,77.207,1,0.0,b'Pretty Woman (LP Version)',1971
9219,b'SOGRSCQ12A8C1367FE',154001,38.62774,b'St. Louis MO',-90.19951,b'Felix Slatkin/Concert Arts Symphonic Band',0.0,138.57914,0.0,3,0.688,nan,122.774,4,0.0,b'El Capitan (1998 Digital Remaster)',0
9220,b'SOCJAYM12A8C138772',294998,,b'Queensbridge NY',,b'Mobb Deep',0.0,298.00444,0.0,6,0.48,0.6366359710042119,87.747,4,0.385,b'Up North Trip',1995
9221,b'SOKGAEA12AB017F671',532854,,b'',,b'Yamandu + Dominguinhos',0.0,276.79302,0.0,9,0.544,nan,118.239,4,0.709,b'Chorando Baixinho',0
9222,b'SOJKNYV12A8C133E9C',286907,33.89275,b'Beirut Lebanon',35.48527,b'Gabriel Yared',0.0,229.98159,0.0,9,0.697,0.3135621142479342,111.577,3,0.824,b'Devon',2003
9223,b'SOHTCQC12A6D4F49CA',27633,,b'Salzburg Austria',,b'Herbert Von Karajan',0.0,288.41751,0.0,9,0.425,nan,75.416,5,0.587,b'Si Mi Chiamano Mimila Boheme Act1 Remast',0
9224,b'SOYZHTW12A58A7DAD9',722546,,b'Sydney Australia',,b'Wolfmother',0.0,316.21179,0.0,4,0.006,nan,110.441,4,0.978,b'White Feather',2009
9225,b'SOWJAVO12AB0180222',639908,38.2589,b'Missouri',-92.43659,b'Pumpkin Buzzard',0.0,137.63873,0.0,10,0.416,nan,169.771,4,0.0,b'Gumby Killed the Dinosaur (House Mix)',0
9226,b'SOPUUCZ12AB0180B3B',443082,40.88104,b'Garfield NJ',-74.1148,b'Janice Robinson',0.0,459.33669,0.0,7,0.634,0.26586104921065007,84.655,3,1.0,b'Dreamer (Jamie J Sanchez Club Mix)',0
9227,b'SOALFBA12A81C20681',179488,,b'',,b'Stephan Micus',0.0,519.8624,0.0,0,0.004,nan,142.158,4,0.677,b'Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi)',1988
9228,b'SOKUXFH12A8C145EF7',320428,,b'Gainesville FL',,b'Sister Hazel',0.0,230.37342,0.0,2,1.0,0.6169223675944069,139.841,4,0.515,b'This Kind Of Love (Full Band)',0
9229,b'SOOGGUS12A8C138B27',300907,,b'',,b'Edmond Leung',0.0,234.1873,0.0,0,0.596,nan,113.571,4,0.709,b'Ling Shi Shi Ji Fen',0
9230,b'SOJULNT12AB018486A',547104,42.31256,b'Boston MA',-71.08868,b'Bob Margolin',0.0,198.84363,0.0,4,0.373,0.23871828454406044,79.905,1,0.0,b'Baby_ Baby_ Baby',0
9231,b'SOKVYHL12AAF3B48A5',529055,,b'',,b'Marisela',0.0,162.55955,0.0,7,0.462,nan,84.283,4,0.196,b'Loca (a/k/a Crazy) (Version Banda)',0
9232,b'SOQMIXU12A8C13C915',301400,39.95227,b'Philadelphia PA',-75.16237,b'Kitty Kallen',0.0,151.92771,0.0,5,0.546,nan,86.961,4,0.911,b'If You Smile At The Sun',0
9233,b'SOPVFQR12AB0182066',443061,,b'',,b'Cowboy Mouth',0.0,237.60934,0.0,9,0.624,nan,103.218,4,0.64,b'Disconnected',0
9234,b'SOCHPTV12A6BD53113',72043,46.20835,b'Geneva Switzerland',6.1427,b'Lionel Rogg',0.0,172.38159,0.0,2,0.518,nan,126.786,1,0.0,b'Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus',0
9235,b'SOVKBMW12A8C140754',219160,,b'',,b'The Oh Sees',0.0,162.37669,0.0,5,0.473,0.5797287486139356,100.928,4,0.0,b'It Killed Mom',0
9236,b'SOZRIFJ12A67ADA4BE',70297,,b'Amherst MA',,b'Dinosaur Jr.',0.0,220.70812,0.0,2,0.191,0.6292127100645375,253.357,4,0.506,b'Been There All The Time',2007
9237,b'SORAVAX12A8C137A3B',155729,,b'',,b'Mark Lowry',0.0,205.26975,0.0,7,0.811,nan,143.898,4,0.154,b'Jesus Laughing (Some Things Never Change Version)',0
9238,b'SOLTZIT12A58A7B9BC',743805,,b'Seattle WA',,b'Candlebox',0.0,283.66322,0.0,10,0.46,nan,125.994,3,0.609,b'Lover Come Back To Me',0
9239,b'SOQDCHV12A6D4FC12D',124109,,b'',,b'Lil Boosie',0.0,243.35628,0.0,10,0.46,0.5915389293224396,171.85,4,0.804,b'I Remember (amended album version)',2006
9240,b'SOHTPLG12AB0185DF3',717333,,b'',,b'Autonomous Bass Heads',0.0,307.722,0.0,7,0.812,0.0,137.963,4,0.0,b'Beat Conductor',0
9241,b'SOIVHOS12A8C13759D',290943,36.06899,b'GREENSBORO North Carolina',-79.7947,b'Wilshire',0.0,181.49832,0.0,10,0.556,nan,126.179,4,0.384,b'When',2003
9242,b'SOCYBQD12A8C143029',378580,,b'United States',,b'Mykill Miers',0.0,263.3922,0.0,11,0.605,nan,172.485,4,0.502,b'Get Money',0
9243,b'SOQTSEW12AB0180ED2',407754,,b'DE',,b'Kool Savas',0.0,79.93424,0.0,6,0.0,0.4287022625232594,81.224,5,0.647,b'Warum rappst du?',2000
9244,b'SOKEBYL12A6D4F6FBF',25453,,b'Los Angeles CA',,b'Paloalto',0.0,289.59302,0.0,4,0.725,0.42530424172042486,152.0,4,1.0,b'Seed',0
9245,b'SOZFHFF12A6701E914',9552,,b'CANADA - Ontario',,b'Abracadabra',0.0,144.90077,0.0,11,0.491,0.0,164.192,4,0.751,b'Te estoy saboreando',0
9246,b'SOAZRCH12AB017A84D',484161,,b'',,b'Margaret Becker',0.0,261.04118,0.0,9,0.757,nan,149.916,4,0.411,b'Start The Fire',1989
9247,b'SOFMQDK12AF729D3C8',557792,,b'San Francisco CA',,b'Dead To Me',0.0,145.55383,0.0,4,0.518,nan,201.123,4,0.0,b"Don't Lie",2006
9248,b'SOKNFFM12A81C216F3',130398,,b'',,b'Mago de Oz',0.0,380.682,0.0,2,0.184,0.6796860547444804,110.255,5,0.679,b'Desde mi cielo',2005
9249,b'SOAGRTC12AC468B954',700059,,b'Kingston Jamaica',,b'Bounty Killer',0.0,227.5522,0.0,1,0.577,nan,114.272,5,1.0,b'Ask Fi War',0
9250,b'SODXHIZ12A58A7A889',602374,,b'',,b'Joe McBride',0.0,314.06975,0.0,0,0.445,0.26586104921065007,91.979,4,0.833,b'One Eyed Jack',2005
9251,b'SOCEKJL12AAFF44A8E',771267,,b'Savannah TN',,b'Darryl Worley',0.0,261.642,0.0,7,0.555,0.25358705677289295,96.716,4,0.79,b"Katie's Song",0
9252,b'SORVXFP12A81C22116',180927,,b'',,b'Quinteto Violado',0.0,202.47465,0.0,2,0.381,nan,161.518,4,0.475,b'Olha Pro Ceu',0
9253,b'SOAHFGP12A6D4FB62E',240395,,b'California',,b'Orchids',0.0,175.98649,0.0,10,0.0,0.2636898883630547,101.485,3,1.0,b'You Said You Loved Me',0
9254,b'SODIRMS12A8C140C52',701622,,b'',,b'Stress Assassin',0.0,229.53751,0.0,0,0.0,0.21204540548371908,163.725,7,0.365,b'EU A4',2003
9255,b'SOQRFVZ12A8C13A4C6',159947,,b'',,b'Juan Carlos Baglietto',0.0,220.99546,0.0,2,0.689,0.0,100.855,4,1.0,b'Salzanitos',0
9256,b'SOCDZMU12A8C13C256',298752,,b'',,b'Sugarbomb',0.0,219.74159,0.0,2,0.367,0.4051157216913865,139.778,4,0.701,b'Gone',2001
9257,b'SOTSMYB12A6D4F6519',535723,27.94653,b'Tampa FL',-82.45927,b'Slim Whitman',0.0,141.92281,0.0,0,0.501,nan,100.398,4,0.0,b'Serenade',0
9258,b'SOSDWRI12A8C1443CB',527212,42.33168,b'Detroit MI',-83.04792,b'James Carter',0.0,258.42893,0.0,5,0.217,0.319565986882865,81.492,4,0.732,b'Strange Fruit',2003
9259,b'SOHCRES12AC3DF6BD1',786540,37.27188,b'California',-119.27023,b'Larry Graham & Graham Central Station',0.0,277.62893,0.0,6,0.713,nan,97.103,4,0.116,b'Turn It Out',0
9260,b'SOQQXOZ12AB01809E4',489685,37.80506,b'Oakland CA',-122.27302,b'Tony Martin',0.0,182.85669,0.0,4,0.289,0.0,122.709,4,0.697,b'September Song',0
9261,b'SOJBNUB12A6D4FC0D3',725674,19.45565,b'Santiago de los Caballeros Domin',-70.70719,b'Johnny Pacheco/Rolando La Serie',0.0,136.09751,0.0,0,0.502,nan,112.915,4,0.952,b'La Palabra Fin',0
9262,b'SOXTBTY12A8C134A43',197147,53.93063,b'UK - England - Yorkshire',-1.20788,b'UK Subs',0.0,140.30322,0.0,10,0.173,0.4994458348006321,123.26,4,0.0,b'Crash Course',1979
9263,b'SOKHJSC12A8C14016E',171356,42.33168,b'Detroit MI',-83.04792,b'The High Strung',0.0,187.27138,0.0,7,0.72,0.0,139.72,4,0.995,b'The Luck You Got',2005
9264,b'SOCCANS12A8C139F53',158319,,b'',,b'Jo Privat',0.0,153.36444,0.0,4,0.492,nan,127.659,1,0.0,b'Rodriguez Pena',0
9265,b'SORRKQZ12AB0185DAD',795325,,b'Montego Bay Jamaica',,b'Jah Cure',0.0,224.02567,0.0,0,0.08,0.0,151.744,4,0.931,b"I'm Free",0
9266,b'SOIDEHN12AAA8C4B80',528923,,b'Sweden',,b'Mithotyn',0.0,391.02649,0.0,0,0.0,0.5142983312649133,110.897,7,0.553,b'Guided By History',1999
9267,b'SOTDILJ12AB0188A2B',762191,,b'Texas',,b'Storyville',0.0,263.41832,0.0,0,0.552,0.0,109.085,4,1.0,b'Enough',1998
9268,b'SONBWQQ12A58A7BF65',639392,,b'',,b'Beres Hammond',0.0,252.55138,0.0,11,0.449,0.0,85.56,4,0.69,b'Missing You For A Mile',0
9269,b'SOXVBBS12A58A7E482',406825,,b'',,b'Carl Smith',0.0,141.47873,0.0,2,0.536,nan,120.546,4,0.93,b'Hey Joe',1993
9270,b'SOTSNQM12AB0183738',555129,43.64856,b'Toronto Ontario Canada',-79.38533,b'Pursuit Of Happiness',0.0,151.01342,0.0,7,0.088,0.42744657148843085,131.966,4,0.564,b'Down On Him',1988
9271,b'SOUZONQ12A8C13DE81',597340,,b'',,b'Barley Bree',0.0,279.58812,0.0,5,0.575,nan,119.017,4,0.902,b'Flight Of Earls',0
9272,b'SOTSDZS12A6D4F65D9',23399,,b'',,b'Francis Lai',0.0,184.45016,0.0,9,0.75,0.5317220984213001,85.131,4,0.938,b'Search For Jenny',1970
9273,b'SOSWVUB12A6D4FCB1D',177199,,b'',,b'La Mancha De Rolando',0.0,243.98322,0.0,4,1.0,0.4191258929591558,100.046,4,0.991,b'Melodia Simple',2003
9274,b'SOHFMQW12AB0180091',545975,,b'',,b'Leo Ku',0.0,245.55057,0.0,2,0.782,nan,117.181,3,1.0,b'Xiao Shuo Xiang',0
9275,b'SOBLUPB12AB017D074',439909,39.16178,b'GLEN BURNIE',-76.62184,b'Darko',0.0,378.67057,0.0,7,0.665,nan,124.255,4,0.813,b'Danote',0
9276,b'SOWGMLU12A58A7E280',543288,48.42831,b'Georgia',-123.36451,b'Jeff Talmadge',0.0,228.62322,0.0,2,0.995,nan,160.105,1,0.0,b"The Hard Part's Letting Go",0
9277,b'SOERPVK12AB0185466',345449,36.15398,b'Tulsa OK',-95.99277,b'Dwight Twilley',0.0,224.54812,0.0,7,0.395,nan,90.875,4,1.0,b'Tomorrow Never Knows',0
9278,b'SOQUGCC12A8C1424D2',657107,,b'',,b'Tum Tum',0.0,209.18812,0.0,2,0.133,0.0,66.565,4,0.423,b'So Fresh',0
9279,b'SOTLPLH12A8C132E36',141876,,b'',,b'Moraes Moreira',0.0,280.65914,0.0,0,0.566,0.0,132.558,4,0.893,b'Banho De Amor',1991
9280,b'SOWHCQG12AB0187E19',773676,,b'',,b'Johnny Osbourne',0.0,200.41098,0.0,6,0.198,0.0,135.537,4,0.961,b'Come ALong',0
9281,b'SODUZHA12A6D4FAF3F',64420,,b'Fort Wayne Indiana',,b'Petra',0.0,262.21669,0.0,1,0.0,nan,101.004,4,0.368,b'Angel Of Light (Never Say Die Album Version)',0
9282,b'SOSAVBB12A8C13D255',300419,40.99471,b'Pennsylvania',-77.60454,b'Stern',0.0,241.13587,0.0,2,0.783,0.0,139.949,4,0.573,b'T\xc3\xbcflische Plan',0
9283,b'SOVTEUT12AB0185D22',754327,,b'',,b'M\xc3\xa4go de Oz',0.0,295.31383,0.0,7,0.279,0.43965465970686407,121.955,4,0.571,b'Qu\xc3\xa9 Desilusi\xc3\xb3n',2010
9284,b'SOCGCVT12A6D4FAF6F',770,53.4796,b'Manchester England',-2.24881,b'Inspiral Carpets',0.0,232.12363,0.0,7,0.135,0.5317220984213001,187.66,4,0.353,b'Party In The Sky',1994
9285,b'SOSZHGZ12A8C13B75E',106026,40.71455,b'New York NY',-74.00712,b'Plasmatics',0.0,344.24118,0.0,0,0.671,0.5428987432910862,125.363,4,0.94,b'Dream Lover',1980
9286,b'SOOSUHA12A6BD53D30',72103,,b'Hav\xc3\xad\xc5\x99ov \xc4\x8cesk\xc3\xa1 republika',,b'Krystof',0.0,285.67465,0.0,0,0.476,0.4348380902608562,130.042,4,0.331,b'Ostravaczech',2006
9287,b'SOGPQGK12AB018A30B',514842,,b'',,b'Yuridia',0.0,264.54159,0.0,0,0.577,0.4454545254934259,109.996,4,0.943,b'Regresa A Mi (Unbreak My Heart)',0
9288,b'SOPMPSP12AB0186961',721962,,b'Michigan',,b'F.l.y.',0.0,20.79302,0.0,3,0.058,0.0,87.63,3,1.0,b'Shit 3 Outro',0
9289,b'SOWPNDT12A8C145BB6',378995,,b'',,b'The London Pops Orchestra',0.0,198.89587,0.0,10,0.434,nan,71.312,1,0.0,b'The Way We Were',0
9290,b'SOTYGMX12AB018A0BA',769774,,b'',,b'Edith Lefel',0.0,246.30812,0.0,11,0.631,0.0,135.099,4,0.458,b"L'a f\xc3\xaate komine",1992
9291,b'SOJGCRU12A8C1323B7',285737,,b'Duluth MN',,b'Bob Dylan',0.0,278.96118,0.0,9,0.557,0.5746932970850078,80.7,4,0.0,b'New Pony',1978
9292,b'SOJUJQF12AB0186EDE',508188,42.54843,b'Vernet les Bains',2.38596,b'Cali',0.0,207.49016,0.0,0,0.693,0.0,153.667,4,0.157,b'Pour Jane (Live Acoustique)',0
9293,b'SOKKSSP12AB0183B30',545825,,b'',,b'Orlando Pops Orchestra',0.0,146.59873,0.0,7,0.063,nan,80.79,4,1.0,b'El Manisero',0
9294,b'SORXWXC12A6D4F87B3',34757,,b'',,b'Line Renaud',0.0,146.15465,0.0,7,0.799,0.0,137.567,4,0.309,b'Gwendolina',1994
9295,b'SOWORNS12AB018C280',753502,,b'',,b'Geiom Ft. Marita',0.0,291.26485,0.0,6,0.052,nan,140.989,4,0.58,b'Sugar Coated Lover',0
9296,b'SOFPSXO12AB017E22C',496090,,b'',,b'Orbit',0.0,254.45832,0.0,4,0.502,0.2707759989463275,142.351,3,1.0,b'Nice Ride',0
9297,b'SOGMROZ12A679D8AE9',16027,,b'London England',,b'The Police',0.0,313.70404,0.0,9,0.832,nan,85.207,5,0.847,b'Wrapped Around Your Finger',1983
9298,b'SOYYADY12AC468EBDA',687092,37.80506,b'Oakland CA',-122.27302,b'Edwin Hawkins',0.0,358.19057,0.0,6,0.534,0.24523633278016532,91.215,3,0.412,b"I'm Going Through",0
9299,b'SOIQYOV12A8C143ED6',372930,29.95369,b'New Orleans LA',-90.07771,b'Lonnie Johnson',0.0,298.13506,0.0,5,0.879,0.0,70.317,4,0.0,b'Raining On The Cold_ Cold Ground',0
9300,b'SOUDMHF12AAF3B4AB9',529514,-41.28054,b'Wellington',174.76714,b'Rhian Sheehan',0.0,314.48771,0.0,8,0.415,0.3603705827121406,216.023,4,0.7,b'Degrees of Freedom',2002
9301,b'SOHAVVY12A8C1422E6',344890,-34.60852,b'Buenos Aires',-58.37354,b'Bersuit Vergarabat',0.0,181.18485,0.0,0,0.265,0.49271363957256076,121.764,3,0.996,b'De Onda',1998
9302,b'SOILKMT12A6702015A',6953,,b'',,b'Maire Brennan',0.0,248.34567,0.0,8,0.954,0.4944895175021134,65.264,1,0.0,b'Song Of David (LP Version)',0
9303,b'SODWDRX12A8C136E77',150913,,b'United States',,b'Babbie Mason',0.0,240.84853,0.0,8,0.428,0.0,129.88,4,0.468,b'Pray On',0
9304,b'SOWTXWG12A8C13C228',301421,,b'',,b'Gordon MacRae',0.0,134.89587,0.0,4,0.499,nan,103.713,3,1.0,b'Just One Girl',0
9305,b'SOJSSDR12A8C142EE5',645457,41.88415,b'Chicago IL',-87.63241,b'Major Lance',0.0,134.03383,0.0,9,0.363,0.6782216268937635,117.464,4,0.752,b'Um_ Um_ Um_ Um_ Um_ Um (Curious Mind)',0
